state,url_host,n_references,example_url,last_seen_activity,lead_agency,program_page_url,award_posting_url,pass_through_admin,pass_through_admin_url,fy2026_allotment,last_verified,verified_by,note
UT,https://dhhs.utah.gov,8,https://dhhs.utah.gov/ruralhealth/cms-information,2026-09-24,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
UT,https://ruralhealth.utah.gov,6,https://ruralhealth.utah.gov/,2026-09-24,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VA,https://www.ruralhealthtransformationva.virginia.gov,6,https://www.ruralhealthtransformationva.virginia.gov/media/governorvirginiagov/rural-health-transformation/pdf/RHT-RFA-Navigator.pdf,2026-09-17,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VA,https://vhhafoundation.org,3,https://vhhafoundation.org/virginia-rural-health-transformation/,2026-09-24,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VA,https://www.vhcf.org,3,https://www.vhcf.org/rural-health,2026-09-22,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VA,https://dmas.virginia.gov,2,https://dmas.virginia.gov/data-reporting/programs-services/rural-health-transformation,2026-09-23,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VA,https://www.dmas.virginia.gov,2,https://www.dmas.virginia.gov/news-updates/press-releases,2026-09-23,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VA,https://vfcce.org,1,https://vfcce.org/news/,2026-08-21,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VT,https://www.vermontbusinessregistry.com,12,https://www.vermontbusinessregistry.com/BidPreview.aspx?BidID=73660,2026-06-04,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VT,https://taggs.hhs.gov,7,https://taggs.hhs.gov/Detail/AwardDetail,2026-09-24,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VT,https://healthcarereform.vermont.gov,4,https://healthcarereform.vermont.gov/rht-program-rfps-nofos,2026-09-24,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VT,https://gmcboard.vermont.gov,3,https://gmcboard.vermont.gov/board/news,2026-09-22,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VT,http://www.bgs.state.vt.us,2,http://www.bgs.state.vt.us/pca/bids/pdf/GMCB%20RHT%20Health%20Data%20Infrastructure%20Tranformation%20RFP%20Addendum1.pdf,2026-06-15,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
VT,https://dail.vermont.gov,2,https://dail.vermont.gov/news/rural-health-transformation-grant-opportunities,2026-08-24,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WA,https://www.hca.wa.gov,8,https://www.hca.wa.gov/about-hca/bids-and-contracts,2026-09-23,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WA,https://ruralcollaborative.com,1,https://ruralcollaborative.com/rhtp/,2026-09-09,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WI,https://www.dhs.wisconsin.gov,14,https://www.dhs.wisconsin.gov/business/grant-writing-tips.htm,2026-09-24,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WI,https://worh.org,8,https://worh.org/rhtp,2026-09-12,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WI,https://dpi.wi.gov,7,https://dpi.wi.gov/cte/perkins-technical-assistance/perkins-webinars,2026-09-23,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WI,https://dwd.wisconsin.gov,2,https://dwd.wisconsin.gov/det/heart,2026-07-31,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WV,https://health.wv.gov,16,https://health.wv.gov/article/governor-morrisey-announces-24-million-award-ascend-wv-strengthen-healthcare-workforce,2026-09-24,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WV,https://docs.google.com,4,https://docs.google.com/forms/d/e/1FAIpQLScFgHaLqDzCVPh19_PczLRfudcSRbpdOjsDOEn_8iat23kkCQ/viewform,2026-09-03,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WV,https://prd311.wvoasis.gov,2,https://prd311.wvoasis.gov/PRDVSS1X1ERP/Advantage4,2026-09-22,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WV,https://governor.wv.gov,1,https://governor.wv.gov/rht,2026-04-23,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WY,https://health.wyo.gov,3,https://health.wyo.gov/admin/rural-health-transformation-program,2026-08-21,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WY,https://wyrhtp.submittable.com,2,https://wyrhtp.submittable.com/submit,2026-08-29,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
WY,https://drive.google.com,1,https://drive.google.com/file/d/17ThC-OECPErGwky8z6SszwoqaF0tqsTG/view,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA,Candidate from /activity. Load the URL and set last_verified before use.
